"user_id","activity_date","activity_time","day_name","steps_total"
1503960366,"2016-04-13","12:00:00","Wednesday",486
1503960366,"2016-04-13","13:00:00","Wednesday",302
1503960366,"2016-04-13","14:00:00","Wednesday",1577
1503960366,"2016-04-13","15:00:00","Wednesday",493
1503960366,"2016-04-13","16:00:00","Wednesday",299
1503960366,"2016-04-13","17:00:00","Wednesday",695
1503960366,"2016-04-13","18:00:00","Wednesday",1343
1503960366,"2016-04-13","19:00:00","Wednesday",258
1503960366,"2016-04-13","20:00:00","Wednesday",0
1503960366,"2016-04-13","21:00:00","Wednesday",0
1503960366,"2016-04-13","22:00:00","Wednesday",437
1503960366,"2016-04-13","23:00:00","Wednesday",1766
1503960366,"2016-04-14","00:00:00","Thursday",81
1503960366,"2016-04-14","01:00:00","Thursday",58
1503960366,"2016-04-14","02:00:00","Thursday",0
1503960366,"2016-04-14","03:00:00","Thursday",0
1503960366,"2016-04-14","04:00:00","Thursday",0
1503960366,"2016-04-14","05:00:00","Thursday",0
1503960366,"2016-04-14","06:00:00","Thursday",0
1503960366,"2016-04-14","07:00:00","Thursday",0
1503960366,"2016-04-14","08:00:00","Thursday",0
1503960366,"2016-04-14","09:00:00","Thursday",902
1503960366,"2016-04-14","10:00:00","Thursday",1106
1503960366,"2016-04-14","11:00:00","Thursday",50
1503960366,"2016-04-14","12:00:00","Thursday",501
1503960366,"2016-04-14","13:00:00","Thursday",1779
1503960366,"2016-04-14","14:00:00","Thursday",1228
1503960366,"2016-04-14","15:00:00","Thursday",139
1503960366,"2016-04-14","16:00:00","Thursday",408
1503960366,"2016-04-14","17:00:00","Thursday",37
1503960366,"2016-04-14","18:00:00","Thursday",322
1503960366,"2016-04-14","19:00:00","Thursday",11
1503960366,"2016-04-14","20:00:00","Thursday",806
1503960366,"2016-04-14","21:00:00","Thursday",2670
1503960366,"2016-04-14","22:00:00","Thursday",362
1503960366,"2016-04-14","23:00:00","Thursday",0
1503960366,"2016-04-15","00:00:00","Friday",83
1503960366,"2016-04-15","01:00:00","Friday",75
1503960366,"2016-04-15","02:00:00","Friday",124
1503960366,"2016-04-15","03:00:00","Friday",0
1503960366,"2016-04-15","04:00:00","Friday",0
1503960366,"2016-04-15","05:00:00","Friday",26
1503960366,"2016-04-15","06:00:00","Friday",0
1503960366,"2016-04-15","07:00:00","Friday",7
1503960366,"2016-04-15","08:00:00","Friday",55
1503960366,"2016-04-15","09:00:00","Friday",21
1503960366,"2016-04-15","10:00:00","Friday",154
1503960366,"2016-04-15","11:00:00","Friday",425
1503960366,"2016-04-15","12:00:00","Friday",270
1503960366,"2016-04-15","13:00:00","Friday",373
1503960366,"2016-04-15","14:00:00","Friday",0
1503960366,"2016-04-15","15:00:00","Friday",0
1503960366,"2016-04-15","16:00:00","Friday",0
1503960366,"2016-04-15","17:00:00","Friday",1774
1503960366,"2016-04-15","18:00:00","Friday",509
1503960366,"2016-04-15","19:00:00","Friday",519
1503960366,"2016-04-15","20:00:00","Friday",77
1503960366,"2016-04-15","21:00:00","Friday",280
1503960366,"2016-04-15","22:00:00","Friday",2145
1503960366,"2016-04-15","23:00:00","Friday",2768
1503960366,"2016-04-16","00:00:00","Saturday",459
1503960366,"2016-04-16","01:00:00","Saturday",0
1503960366,"2016-04-16","02:00:00","Saturday",63
1503960366,"2016-04-16","03:00:00","Saturday",6
1503960366,"2016-04-16","04:00:00","Saturday",6
1503960366,"2016-04-16","05:00:00","Saturday",12
1503960366,"2016-04-16","06:00:00","Saturday",0
1503960366,"2016-04-16","07:00:00","Saturday",101
1503960366,"2016-04-16","08:00:00","Saturday",175
1503960366,"2016-04-16","09:00:00","Saturday",1181
1503960366,"2016-04-16","10:00:00","Saturday",1295
1503960366,"2016-04-16","11:00:00","Saturday",2043
1503960366,"2016-04-16","12:00:00","Saturday",1513
1503960366,"2016-04-16","13:00:00","Saturday",3616
1503960366,"2016-04-16","14:00:00","Saturday",580
1503960366,"2016-04-16","15:00:00","Saturday",0
1503960366,"2016-04-16","16:00:00","Saturday",15
1503960366,"2016-04-16","17:00:00","Saturday",380
1503960366,"2016-04-16","18:00:00","Saturday",96
1503960366,"2016-04-16","19:00:00","Saturday",146
1503960366,"2016-04-16","20:00:00","Saturday",385
1503960366,"2016-04-16","21:00:00","Saturday",463
1503960366,"2016-04-16","22:00:00","Saturday",42
1503960366,"2016-04-16","23:00:00","Saturday",92
1503960366,"2016-04-17","00:00:00","Sunday",0
1503960366,"2016-04-17","01:00:00","Sunday",0
1503960366,"2016-04-17","02:00:00","Sunday",0
1503960366,"2016-04-17","03:00:00","Sunday",8
1503960366,"2016-04-17","04:00:00","Sunday",0
1503960366,"2016-04-17","05:00:00","Sunday",0
1503960366,"2016-04-17","06:00:00","Sunday",0
1503960366,"2016-04-17","07:00:00","Sunday",0
1503960366,"2016-04-17","08:00:00","Sunday",0
1503960366,"2016-04-17","09:00:00","Sunday",0
1503960366,"2016-04-17","10:00:00","Sunday",0
1503960366,"2016-04-17","11:00:00","Sunday",84
1503960366,"2016-04-17","12:00:00","Sunday",260
1503960366,"2016-04-17","13:00:00","Sunday",402
1503960366,"2016-04-17","14:00:00","Sunday",252
1503960366,"2016-04-17","15:00:00","Sunday",191
1503960366,"2016-04-17","16:00:00","Sunday",13
1503960366,"2016-04-17","17:00:00","Sunday",2613
1503960366,"2016-04-17","18:00:00","Sunday",1616
1503960366,"2016-04-17","19:00:00","Sunday",754
1503960366,"2016-04-17","20:00:00","Sunday",2955
1503960366,"2016-04-17","21:00:00","Sunday",487
1503960366,"2016-04-17","22:00:00","Sunday",70
1503960366,"2016-04-17","23:00:00","Sunday",0
1503960366,"2016-04-18","00:00:00","Monday",416
1503960366,"2016-04-18","01:00:00","Monday",0
1503960366,"2016-04-18","02:00:00","Monday",0
1503960366,"2016-04-18","03:00:00","Monday",0
1503960366,"2016-04-18","04:00:00","Monday",0
1503960366,"2016-04-18","05:00:00","Monday",0
1503960366,"2016-04-18","06:00:00","Monday",0
1503960366,"2016-04-18","07:00:00","Monday",0
1503960366,"2016-04-18","08:00:00","Monday",0
1503960366,"2016-04-18","09:00:00","Monday",1688
1503960366,"2016-04-18","10:00:00","Monday",380
1503960366,"2016-04-18","11:00:00","Monday",328
1503960366,"2016-04-18","12:00:00","Monday",1306
1503960366,"2016-04-18","13:00:00","Monday",268
1503960366,"2016-04-18","14:00:00","Monday",137
1503960366,"2016-04-18","15:00:00","Monday",495
1503960366,"2016-04-18","16:00:00","Monday",277
1503960366,"2016-04-18","17:00:00","Monday",304
1503960366,"2016-04-18","18:00:00","Monday",4074
1503960366,"2016-04-18","19:00:00","Monday",2101
1503960366,"2016-04-18","20:00:00","Monday",28
1503960366,"2016-04-18","21:00:00","Monday",187
1503960366,"2016-04-18","22:00:00","Monday",542
1503960366,"2016-04-18","23:00:00","Monday",488
1503960366,"2016-04-19","00:00:00","Tuesday",0
1503960366,"2016-04-19","01:00:00","Tuesday",22
1503960366,"2016-04-19","02:00:00","Tuesday",0
1503960366,"2016-04-19","03:00:00","Tuesday",9
1503960366,"2016-04-19","04:00:00","Tuesday",0
1503960366,"2016-04-19","05:00:00","Tuesday",0
1503960366,"2016-04-19","06:00:00","Tuesday",7
1503960366,"2016-04-19","07:00:00","Tuesday",316
1503960366,"2016-04-19","08:00:00","Tuesday",1656
1503960366,"2016-04-19","09:00:00","Tuesday",367
1503960366,"2016-04-19","10:00:00","Tuesday",203
1503960366,"2016-04-19","11:00:00","Tuesday",194
1503960366,"2016-04-19","12:00:00","Tuesday",1887
1503960366,"2016-04-19","13:00:00","Tuesday",2697
1503960366,"2016-04-19","14:00:00","Tuesday",409
1503960366,"2016-04-19","15:00:00","Tuesday",299
1503960366,"2016-04-19","16:00:00","Tuesday",297
1503960366,"2016-04-19","17:00:00","Tuesday",732
1503960366,"2016-04-19","18:00:00","Tuesday",1280
1503960366,"2016-04-19","19:00:00","Tuesday",397
1503960366,"2016-04-19","20:00:00","Tuesday",2487
1503960366,"2016-04-19","21:00:00","Tuesday",826
1503960366,"2016-04-19","22:00:00","Tuesday",52
1503960366,"2016-04-19","23:00:00","Tuesday",1369
1503960366,"2016-04-20","00:00:00","Wednesday",16
1503960366,"2016-04-20","01:00:00","Wednesday",36
1503960366,"2016-04-20","02:00:00","Wednesday",0
1503960366,"2016-04-20","03:00:00","Wednesday",0
1503960366,"2016-04-20","04:00:00","Wednesday",0
1503960366,"2016-04-20","05:00:00","Wednesday",0
1503960366,"2016-04-20","06:00:00","Wednesday",0
1503960366,"2016-04-20","07:00:00","Wednesday",29
1503960366,"2016-04-20","08:00:00","Wednesday",264
1503960366,"2016-04-20","09:00:00","Wednesday",1993
1503960366,"2016-04-20","10:00:00","Wednesday",459
1503960366,"2016-04-20","11:00:00","Wednesday",65
1503960366,"2016-04-20","12:00:00","Wednesday",185
1503960366,"2016-04-20","13:00:00","Wednesday",64
1503960366,"2016-04-20","14:00:00","Wednesday",1270
1503960366,"2016-04-20","15:00:00","Wednesday",797
1503960366,"2016-04-20","16:00:00","Wednesday",261
1503960366,"2016-04-20","17:00:00","Wednesday",13
1503960366,"2016-04-20","18:00:00","Wednesday",1308
1503960366,"2016-04-20","19:00:00","Wednesday",1558
1503960366,"2016-04-20","20:00:00","Wednesday",499
1503960366,"2016-04-20","21:00:00","Wednesday",395
1503960366,"2016-04-20","22:00:00","Wednesday",77
1503960366,"2016-04-20","23:00:00","Wednesday",1255
1503960366,"2016-04-21","00:00:00","Thursday",17
1503960366,"2016-04-21","01:00:00","Thursday",129
1503960366,"2016-04-21","02:00:00","Thursday",81
1503960366,"2016-04-21","03:00:00","Thursday",0
1503960366,"2016-04-21","04:00:00","Thursday",0
1503960366,"2016-04-21","05:00:00","Thursday",0
1503960366,"2016-04-21","06:00:00","Thursday",0
1503960366,"2016-04-21","07:00:00","Thursday",38
1503960366,"2016-04-21","08:00:00","Thursday",245
1503960366,"2016-04-21","09:00:00","Thursday",1672
1503960366,"2016-04-21","10:00:00","Thursday",255
1503960366,"2016-04-21","11:00:00","Thursday",0
1503960366,"2016-04-21","12:00:00","Thursday",384
1503960366,"2016-04-21","13:00:00","Thursday",1140
1503960366,"2016-04-21","14:00:00","Thursday",12
1503960366,"2016-04-21","15:00:00","Thursday",213
1503960366,"2016-04-21","16:00:00","Thursday",26
1503960366,"2016-04-21","17:00:00","Thursday",96
1503960366,"2016-04-21","18:00:00","Thursday",213
1503960366,"2016-04-21","19:00:00","Thursday",100
1503960366,"2016-04-21","20:00:00","Thursday",3541
1503960366,"2016-04-21","21:00:00","Thursday",970
1503960366,"2016-04-21","22:00:00","Thursday",89
1503960366,"2016-04-21","23:00:00","Thursday",598
1503960366,"2016-04-22","00:00:00","Friday",0
1503960366,"2016-04-22","01:00:00","Friday",0
1503960366,"2016-04-22","02:00:00","Friday",0
1503960366,"2016-04-22","03:00:00","Friday",0
1503960366,"2016-04-22","04:00:00","Friday",0
1503960366,"2016-04-22","05:00:00","Friday",0
1503960366,"2016-04-22","06:00:00","Friday",0
1503960366,"2016-04-22","07:00:00","Friday",0
1503960366,"2016-04-22","08:00:00","Friday",0
1503960366,"2016-04-22","09:00:00","Friday",192
1503960366,"2016-04-22","10:00:00","Friday",29
1503960366,"2016-04-22","11:00:00","Friday",958
1503960366,"2016-04-22","12:00:00","Friday",38
1503960366,"2016-04-22","13:00:00","Friday",118
1503960366,"2016-04-22","14:00:00","Friday",0
1503960366,"2016-04-22","15:00:00","Friday",180
1503960366,"2016-04-22","16:00:00","Friday",22
1503960366,"2016-04-22","17:00:00","Friday",1041
1503960366,"2016-04-22","18:00:00","Friday",514
1503960366,"2016-04-22","19:00:00","Friday",629
1503960366,"2016-04-22","20:00:00","Friday",329
1503960366,"2016-04-22","21:00:00","Friday",5934
1503960366,"2016-04-22","22:00:00","Friday",855
1503960366,"2016-04-22","23:00:00","Friday",1925
1503960366,"2016-04-23","00:00:00","Saturday",182
1503960366,"2016-04-23","01:00:00","Saturday",0
1503960366,"2016-04-23","02:00:00","Saturday",11
1503960366,"2016-04-23","03:00:00","Saturday",0
1503960366,"2016-04-23","04:00:00","Saturday",0
1503960366,"2016-04-23","05:00:00","Saturday",0
1503960366,"2016-04-23","06:00:00","Saturday",12
1503960366,"2016-04-23","07:00:00","Saturday",0
1503960366,"2016-04-23","08:00:00","Saturday",127
1503960366,"2016-04-23","09:00:00","Saturday",285
1503960366,"2016-04-23","10:00:00","Saturday",49
1503960366,"2016-04-23","11:00:00","Saturday",703
1503960366,"2016-04-23","12:00:00","Saturday",1597
1503960366,"2016-04-23","13:00:00","Saturday",1453
1503960366,"2016-04-23","14:00:00","Saturday",202
1503960366,"2016-04-23","15:00:00","Saturday",158
1503960366,"2016-04-23","16:00:00","Saturday",2008
1503960366,"2016-04-23","17:00:00","Saturday",1472
1503960366,"2016-04-23","18:00:00","Saturday",2569
1503960366,"2016-04-23","19:00:00","Saturday",29
1503960366,"2016-04-23","20:00:00","Saturday",142
1503960366,"2016-04-23","21:00:00","Saturday",2432
1503960366,"2016-04-23","22:00:00","Saturday",709
1503960366,"2016-04-23","23:00:00","Saturday",231
1503960366,"2016-04-24","00:00:00","Sunday",141
1503960366,"2016-04-24","01:00:00","Sunday",42
1503960366,"2016-04-24","02:00:00","Sunday",0
1503960366,"2016-04-24","03:00:00","Sunday",0
1503960366,"2016-04-24","04:00:00","Sunday",8
1503960366,"2016-04-24","05:00:00","Sunday",0
1503960366,"2016-04-24","06:00:00","Sunday",7
1503960366,"2016-04-24","07:00:00","Sunday",0
1503960366,"2016-04-24","08:00:00","Sunday",8
1503960366,"2016-04-24","09:00:00","Sunday",76
1503960366,"2016-04-24","10:00:00","Sunday",492
1503960366,"2016-04-24","11:00:00","Sunday",149
1503960366,"2016-04-24","12:00:00","Sunday",548
1503960366,"2016-04-24","13:00:00","Sunday",394
1503960366,"2016-04-24","14:00:00","Sunday",26
1503960366,"2016-04-24","15:00:00","Sunday",27
1503960366,"2016-04-24","16:00:00","Sunday",885
1503960366,"2016-04-24","17:00:00","Sunday",411
1503960366,"2016-04-24","18:00:00","Sunday",911
1503960366,"2016-04-24","19:00:00","Sunday",4871
1503960366,"2016-04-24","20:00:00","Sunday",342
1503960366,"2016-04-24","21:00:00","Sunday",244
1503960366,"2016-04-24","22:00:00","Sunday",66
1503960366,"2016-04-24","23:00:00","Sunday",391
1503960366,"2016-04-25","00:00:00","Monday",95
1503960366,"2016-04-25","01:00:00","Monday",22
1503960366,"2016-04-25","02:00:00","Monday",97
1503960366,"2016-04-25","03:00:00","Monday",0
1503960366,"2016-04-25","04:00:00","Monday",25
1503960366,"2016-04-25","05:00:00","Monday",4
1503960366,"2016-04-25","06:00:00","Monday",0
1503960366,"2016-04-25","07:00:00","Monday",44
1503960366,"2016-04-25","08:00:00","Monday",426
1503960366,"2016-04-25","09:00:00","Monday",2041
1503960366,"2016-04-25","10:00:00","Monday",258
1503960366,"2016-04-25","11:00:00","Monday",1468
1503960366,"2016-04-25","12:00:00","Monday",707
1503960366,"2016-04-25","13:00:00","Monday",299
1503960366,"2016-04-25","14:00:00","Monday",94
1503960366,"2016-04-25","15:00:00","Monday",359
1503960366,"2016-04-25","16:00:00","Monday",263
1503960366,"2016-04-25","17:00:00","Monday",188
1503960366,"2016-04-25","18:00:00","Monday",116
1503960366,"2016-04-25","19:00:00","Monday",2815
1503960366,"2016-04-25","20:00:00","Monday",895
1503960366,"2016-04-25","21:00:00","Monday",4895
1503960366,"2016-04-25","22:00:00","Monday",188
1503960366,"2016-04-25","23:00:00","Monday",56
1503960366,"2016-04-26","00:00:00","Tuesday",101
1503960366,"2016-04-26","01:00:00","Tuesday",178
1503960366,"2016-04-26","02:00:00","Tuesday",0
1503960366,"2016-04-26","03:00:00","Tuesday",145
1503960366,"2016-04-26","04:00:00","Tuesday",0
1503960366,"2016-04-26","05:00:00","Tuesday",7
1503960366,"2016-04-26","06:00:00","Tuesday",0
1503960366,"2016-04-26","07:00:00","Tuesday",28
1503960366,"2016-04-26","08:00:00","Tuesday",173
1503960366,"2016-04-26","09:00:00","Tuesday",1826
1503960366,"2016-04-26","10:00:00","Tuesday",666
1503960366,"2016-04-26","11:00:00","Tuesday",266
1503960366,"2016-04-26","12:00:00","Tuesday",415
1503960366,"2016-04-26","13:00:00","Tuesday",1571
1503960366,"2016-04-26","14:00:00","Tuesday",1998
1503960366,"2016-04-26","15:00:00","Tuesday",323
1503960366,"2016-04-26","16:00:00","Tuesday",697
1503960366,"2016-04-26","17:00:00","Tuesday",143
1503960366,"2016-04-26","18:00:00","Tuesday",2513
1503960366,"2016-04-26","19:00:00","Tuesday",148
1503960366,"2016-04-26","20:00:00","Tuesday",1649
1503960366,"2016-04-26","21:00:00","Tuesday",450
1503960366,"2016-04-26","22:00:00","Tuesday",148
1503960366,"2016-04-26","23:00:00","Tuesday",310
1503960366,"2016-04-27","00:00:00","Wednesday",277
1503960366,"2016-04-27","01:00:00","Wednesday",60
1503960366,"2016-04-27","02:00:00","Wednesday",17
1503960366,"2016-04-27","03:00:00","Wednesday",0
1503960366,"2016-04-27","04:00:00","Wednesday",0
1503960366,"2016-04-27","05:00:00","Wednesday",0
1503960366,"2016-04-27","06:00:00","Wednesday",0
1503960366,"2016-04-27","07:00:00","Wednesday",0
1503960366,"2016-04-27","08:00:00","Wednesday",0
1503960366,"2016-04-27","09:00:00","Wednesday",1916
1503960366,"2016-04-27","10:00:00","Wednesday",502
1503960366,"2016-04-27","11:00:00","Wednesday",797
1503960366,"2016-04-27","12:00:00","Wednesday",701
1503960366,"2016-04-27","13:00:00","Wednesday",319
1503960366,"2016-04-27","14:00:00","Wednesday",1932
1503960366,"2016-04-27","15:00:00","Wednesday",59
1503960366,"2016-04-27","16:00:00","Wednesday",98
1503960366,"2016-04-27","17:00:00","Wednesday",261
1503960366,"2016-04-27","18:00:00","Wednesday",2714
1503960366,"2016-04-27","19:00:00","Wednesday",5786
1503960366,"2016-04-27","20:00:00","Wednesday",2420
1503960366,"2016-04-27","21:00:00","Wednesday",266
1503960366,"2016-04-27","22:00:00","Wednesday",0
1503960366,"2016-04-27","23:00:00","Wednesday",0
1503960366,"2016-04-28","00:00:00","Thursday",0
1503960366,"2016-04-28","01:00:00","Thursday",127
1503960366,"2016-04-28","02:00:00","Thursday",0
1503960366,"2016-04-28","03:00:00","Thursday",0
1503960366,"2016-04-28","04:00:00","Thursday",0
1503960366,"2016-04-28","05:00:00","Thursday",0
1503960366,"2016-04-28","06:00:00","Thursday",0
1503960366,"2016-04-28","07:00:00","Thursday",14
1503960366,"2016-04-28","08:00:00","Thursday",128
1503960366,"2016-04-28","09:00:00","Thursday",1192
1503960366,"2016-04-28","10:00:00","Thursday",987
1503960366,"2016-04-28","11:00:00","Thursday",288
1503960366,"2016-04-28","12:00:00","Thursday",317
1503960366,"2016-04-28","13:00:00","Thursday",1144
1503960366,"2016-04-28","14:00:00","Thursday",1512
1503960366,"2016-04-28","15:00:00","Thursday",115
1503960366,"2016-04-28","16:00:00","Thursday",554
1503960366,"2016-04-28","17:00:00","Thursday",235
1503960366,"2016-04-28","18:00:00","Thursday",1829
1503960366,"2016-04-28","19:00:00","Thursday",13
1503960366,"2016-04-28","20:00:00","Thursday",2122
1503960366,"2016-04-28","21:00:00","Thursday",986
1503960366,"2016-04-28","22:00:00","Thursday",16
1503960366,"2016-04-28","23:00:00","Thursday",1512
1503960366,"2016-04-29","00:00:00","Friday",202
1503960366,"2016-04-29","01:00:00","Friday",0
1503960366,"2016-04-29","02:00:00","Friday",71
1503960366,"2016-04-29","03:00:00","Friday",0
1503960366,"2016-04-29","04:00:00","Friday",0
1503960366,"2016-04-29","05:00:00","Friday",0
1503960366,"2016-04-29","06:00:00","Friday",0
1503960366,"2016-04-29","07:00:00","Friday",27
1503960366,"2016-04-29","08:00:00","Friday",201
1503960366,"2016-04-29","09:00:00","Friday",1820
1503960366,"2016-04-29","10:00:00","Friday",44
1503960366,"2016-04-29","11:00:00","Friday",104
1503960366,"2016-04-29","12:00:00","Friday",214
1503960366,"2016-04-29","13:00:00","Friday",41
1503960366,"2016-04-29","14:00:00","Friday",1711
1503960366,"2016-04-29","15:00:00","Friday",1076
1503960366,"2016-04-29","16:00:00","Friday",285
1503960366,"2016-04-29","17:00:00","Friday",380
1503960366,"2016-04-29","18:00:00","Friday",118
1503960366,"2016-04-29","19:00:00","Friday",267
1503960366,"2016-04-29","20:00:00","Friday",386
1503960366,"2016-04-29","21:00:00","Friday",1366
1503960366,"2016-04-29","22:00:00","Friday",1111
1503960366,"2016-04-29","23:00:00","Friday",1757
1503960366,"2016-04-30","00:00:00","Saturday",19
1503960366,"2016-04-30","01:00:00","Saturday",65
1503960366,"2016-04-30","02:00:00","Saturday",0
1503960366,"2016-04-30","03:00:00","Saturday",6
1503960366,"2016-04-30","04:00:00","Saturday",0
1503960366,"2016-04-30","05:00:00","Saturday",0
1503960366,"2016-04-30","06:00:00","Saturday",0
1503960366,"2016-04-30","07:00:00","Saturday",0
1503960366,"2016-04-30","08:00:00","Saturday",60
1503960366,"2016-04-30","09:00:00","Saturday",148
1503960366,"2016-04-30","10:00:00","Saturday",239
1503960366,"2016-04-30","11:00:00","Saturday",127
1503960366,"2016-04-30","12:00:00","Saturday",92
1503960366,"2016-04-30","13:00:00","Saturday",141
1503960366,"2016-04-30","14:00:00","Saturday",520
1503960366,"2016-04-30","15:00:00","Saturday",993
1503960366,"2016-04-30","16:00:00","Saturday",3388
1503960366,"2016-04-30","17:00:00","Saturday",2176
1503960366,"2016-04-30","18:00:00","Saturday",2319
1503960366,"2016-04-30","19:00:00","Saturday",92
1503960366,"2016-04-30","20:00:00","Saturday",117
1503960366,"2016-04-30","21:00:00","Saturday",840
1503960366,"2016-04-30","22:00:00","Saturday",2139
1503960366,"2016-04-30","23:00:00","Saturday",1192
1503960366,"2016-05-01","00:00:00","Sunday",247
1503960366,"2016-05-01","01:00:00","Sunday",59
1503960366,"2016-05-01","02:00:00","Sunday",36
1503960366,"2016-05-01","03:00:00","Sunday",4
1503960366,"2016-05-01","04:00:00","Sunday",0
1503960366,"2016-05-01","05:00:00","Sunday",0
1503960366,"2016-05-01","06:00:00","Sunday",0
1503960366,"2016-05-01","07:00:00","Sunday",41
1503960366,"2016-05-01","08:00:00","Sunday",94
1503960366,"2016-05-01","09:00:00","Sunday",198
1503960366,"2016-05-01","10:00:00","Sunday",146
1503960366,"2016-05-01","11:00:00","Sunday",103
1503960366,"2016-05-01","12:00:00","Sunday",130
1503960366,"2016-05-01","13:00:00","Sunday",85
1503960366,"2016-05-01","14:00:00","Sunday",540
1503960366,"2016-05-01","15:00:00","Sunday",294
1503960366,"2016-05-01","16:00:00","Sunday",823
1503960366,"2016-05-01","17:00:00","Sunday",1053
1503960366,"2016-05-01","18:00:00","Sunday",2007
1503960366,"2016-05-01","19:00:00","Sunday",177
1503960366,"2016-05-01","20:00:00","Sunday",93
1503960366,"2016-05-01","21:00:00","Sunday",363
1503960366,"2016-05-01","22:00:00","Sunday",1552
1503960366,"2016-05-01","23:00:00","Sunday",2557
1503960366,"2016-05-02","00:00:00","Monday",0
1503960366,"2016-05-02","01:00:00","Monday",119
1503960366,"2016-05-02","02:00:00","Monday",0
1503960366,"2016-05-02","03:00:00","Monday",21
1503960366,"2016-05-02","04:00:00","Monday",0
1503960366,"2016-05-02","05:00:00","Monday",0
1503960366,"2016-05-02","06:00:00","Monday",0
1503960366,"2016-05-02","07:00:00","Monday",28
1503960366,"2016-05-02","08:00:00","Monday",245
1503960366,"2016-05-02","09:00:00","Monday",1690
1503960366,"2016-05-02","10:00:00","Monday",369
1503960366,"2016-05-02","11:00:00","Monday",384
1503960366,"2016-05-02","12:00:00","Monday",2116
1503960366,"2016-05-02","13:00:00","Monday",1064
1503960366,"2016-05-02","14:00:00","Monday",355
1503960366,"2016-05-02","15:00:00","Monday",418
1503960366,"2016-05-02","16:00:00","Monday",420
1503960366,"2016-05-02","17:00:00","Monday",340
1503960366,"2016-05-02","18:00:00","Monday",227
1503960366,"2016-05-02","19:00:00","Monday",235
1503960366,"2016-05-02","20:00:00","Monday",3903
1503960366,"2016-05-02","21:00:00","Monday",1427
1503960366,"2016-05-02","22:00:00","Monday",945
1503960366,"2016-05-02","23:00:00","Monday",404
1503960366,"2016-05-03","00:00:00","Tuesday",55
1503960366,"2016-05-03","01:00:00","Tuesday",79
1503960366,"2016-05-03","02:00:00","Tuesday",20
1503960366,"2016-05-03","03:00:00","Tuesday",110
1503960366,"2016-05-03","04:00:00","Tuesday",0
1503960366,"2016-05-03","05:00:00","Tuesday",0
1503960366,"2016-05-03","06:00:00","Tuesday",16
1503960366,"2016-05-03","07:00:00","Tuesday",23
1503960366,"2016-05-03","08:00:00","Tuesday",158
1503960366,"2016-05-03","09:00:00","Tuesday",1391
1503960366,"2016-05-03","10:00:00","Tuesday",955
1503960366,"2016-05-03","11:00:00","Tuesday",297
1503960366,"2016-05-03","12:00:00","Tuesday",396
1503960366,"2016-05-03","13:00:00","Tuesday",309
1503960366,"2016-05-03","14:00:00","Tuesday",384
1503960366,"2016-05-03","15:00:00","Tuesday",1719
1503960366,"2016-05-03","16:00:00","Tuesday",870
1503960366,"2016-05-03","17:00:00","Tuesday",690
1503960366,"2016-05-03","18:00:00","Tuesday",3119
1503960366,"2016-05-03","19:00:00","Tuesday",140
1503960366,"2016-05-03","20:00:00","Tuesday",6
1503960366,"2016-05-03","21:00:00","Tuesday",1333
1503960366,"2016-05-03","22:00:00","Tuesday",2549
1503960366,"2016-05-03","23:00:00","Tuesday",484
1503960366,"2016-05-04","00:00:00","Wednesday",400
1503960366,"2016-05-04","01:00:00","Wednesday",18
1503960366,"2016-05-04","02:00:00","Wednesday",0
